TransNo,Tr_Type,Payment_Receipt,EntryDate,Vs_Dt,SrNo,AccCode,Amount,DRCR,PartyCode,RecoDt,ShareEntered,EntryNo
CB2201-000099       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000099       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000100       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000100       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000100       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000100       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000101       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000101       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000101       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000101       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000102       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000102       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000102       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000102       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000104       ,3,NULL,2021-04-15 00:00:00,2021-04-06 00:00:00,0,1470,3000.00,DR,000001,NULL,NULL,NULL
CB2201-000104       ,3,NULL,2021-04-15 00:00:00,2021-04-06 00:00:00,1,1517,3000.00,CR,000048,NULL,NULL,NULL
CB2201-000105       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000105       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000105       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000105       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000106       ,3,NULL,2021-04-15 00:00:00,2021-04-07 00:00:00,0,1470,3909.00,DR,000001,NULL,NULL,NULL
CB2201-000106       ,3,NULL,2021-04-15 00:00:00,2021-04-07 00:00:00,1,1636,3909.00,CR,000151,NULL,NULL,NULL
CB2201-000107       ,3,NULL,2021-04-15 00:00:00,2021-04-07 00:00:00,0,1470,1740.00,DR,000001,NULL,NULL,NULL
CB2201-000107       ,3,NULL,2021-04-15 00:00:00,2021-04-07 00:00:00,1,1641,1740.00,CR,000156,NULL,NULL,NULL
CB2201-000108       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000108       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000108       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000108       ,3,NULL,2021-04-07 00:00:00,2021-04-07 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
JV2201-000151       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,65000.00,DR,000116,NULL,NULL,NULL
JV2201-000151       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,65000.00,CR,000120,NULL,NULL,NULL
JV2201-000152       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,64500.00,DR,000116,NULL,NULL,NULL
JV2201-000152       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,500.00,DR,000120,NULL,NULL,NULL
JV2201-000152       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,65000.00,CR,000121,NULL,NULL,NULL
BB2201-000360       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,289113.00,CR,000019,NULL,NULL,BB2201-000360       
BB2201-000360       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,264113.00,DR,000116,NULL,NULL,BB2201-000360       
BB2201-000360       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,20000.00,DR,000099,NULL,NULL,BB2201-000360       
BB2201-000360       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000360       
BB2201-000361       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1490,167243.00,CR,000021,NULL,NULL,BB2201-000361       
BB2201-000361       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1620,167243.00,DR,000135,NULL,NULL,BB2201-000361       
JV2201-000154       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,195000.00,DR,000121,NULL,NULL,NULL
JV2201-000154       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1512,170000.00,CR,000043,NULL,NULL,NULL
JV2201-000154       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1636,25000.00,CR,000151,NULL,NULL,NULL
JV2201-000155       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,2854.00,DR,000116,NULL,NULL,NULL
JV2201-000155       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,48500.00,DR,000120,NULL,NULL,NULL
JV2201-000155       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,51354.00,CR,000121,NULL,NULL,NULL
JV2201-000156       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,2854.00,DR,000116,NULL,NULL,NULL
JV2201-000156       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,48500.00,DR,000120,NULL,NULL,NULL
JV2201-000156       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,51354.00,CR,000121,NULL,NULL,NULL
BB2201-000364       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,292203.00,CR,000019,NULL,NULL,BB2201-000364       
BB2201-000364       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,267203.00,DR,000116,NULL,NULL,BB2201-000364       
BB2201-000364       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,20000.00,DR,000099,NULL,NULL,BB2201-000364       
BB2201-000364       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000364       
JV2201-000157       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1605,21355.00,DR,000120,NULL,NULL,NULL
JV2201-000157       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,21355.00,CR,000121,NULL,NULL,NULL
JV2201-000158       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,124063.00,DR,000121,NULL,NULL,NULL
JV2201-000158       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1512,124063.00,CR,000043,NULL,NULL,NULL
JV2201-000159       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,290000.00,DR,000043,NULL,NULL,NULL
JV2201-000159       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000159       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1512,167700.00,CR,000043,NULL,NULL,NULL
JV2201-000159       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1636,2538.00,CR,000151,NULL,NULL,NULL
JV2201-000159       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1620,119087.00,CR,000135,NULL,NULL,NULL
BB2201-000366       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,355133.00,CR,000019,NULL,NULL,BB2201-000366       
BB2201-000366       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,238833.00,DR,000116,NULL,NULL,BB2201-000366       
BB2201-000366       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,12000.00,DR,000099,NULL,NULL,BB2201-000366       
BB2201-000366       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1912,1800.00,DR,000337,NULL,NULL,BB2201-000366       
BB2201-000366       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1594,100000.00,DR,000109,NULL,NULL,BB2201-000366       
BB2201-000366       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1721,2500.00,DR,000236,NULL,NULL,BB2201-000366       
JV2201-000160       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,500000.00,DR,000043,NULL,NULL,NULL
JV2201-000160       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000160       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1512,134000.00,CR,000043,NULL,NULL,NULL
JV2201-000160       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1636,4375.00,CR,000151,NULL,NULL,NULL
JV2201-000160       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1620,360950.00,CR,000135,NULL,NULL,NULL
CB2201-000086       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000086       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000086       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000086       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000087       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1839,120.00,DR,000266,NULL,NULL,NULL
CB2201-000087       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000087       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000087       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
JV2201-000163       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,35628.00,DR,000116,NULL,NULL,NULL
JV2201-000163       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1609,35628.00,CR,000124,NULL,NULL,NULL
JV2201-000164       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,10380.00,DR,000116,NULL,NULL,NULL
JV2201-000164       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1609,10380.00,CR,000124,NULL,NULL,NULL
JV2201-000171       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,36721.00,DR,000121,NULL,NULL,NULL
JV2201-000171       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1514,26721.00,CR,000045,NULL,NULL,NULL
JV2201-000171       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1638,10000.00,CR,000153,NULL,NULL,NULL
JV2201-000172       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,206107.00,DR,000116,NULL,NULL,NULL
JV2201-000172       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1512,184000.00,CR,000043,NULL,NULL,NULL
